,id,is_free,price,total_positive_reviews,total_negative_reviews,Adventure,Casual,Indie,RPG,Action,Strategy,Simulation,Sports,Massively Multiplayer,Violent,Free to Play,Early Access,Gore,Nudity,Single-player,Steam Trading Cards,Steam Cloud,Partial Controller Support,Full controller support,Multi-player,Steam Achievements,Steam Workshop,Co-op,Steam Leaderboards,Online Co-op,Local Co-op,Shared/Split Screen,Stats,Online Multi-Player,Cross-Platform Multiplayer,SteamVR Collectibles,Local Multi-Player,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Valve Anti-Cheat enabled,Commentary available,Captions available,Includes level editor,In-App Purchases,VR Support,MMO,tag_action,tag_atmospheric,tag_co,tag_fantasy,tag_fi,tag_great,tag_indie,tag_multiplayer,tag_op,tag_open,tag_person,tag_rich,tag_rpg,tag_sci,tag_soundtrack,tag_story,tag_strategy,tag_world,pyear,pmonth,pday,ryear,rmonth,rday,delta_days,scores,playtime_forever
312,312,False,6999900.0,166310.0,5827.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.15,0.0,0.67,0.0,0.0,0.0,0.0,0.19,0.67,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,3.0,10.0,2009,11,16,2671.0,96.61490556940112,0.16666666666666666
313,313,False,7200.0,2983.0,1438.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17,0.19,0.51,0.27,0.0,0.19,0.18,0.43,0.51,0.0,0.0,0.0,0.23,0.0,0.19,0.0,0.0,0.0,2018.0,4.0,8.0,2015,8,20,962.0,67.47342230264645,0.0
314,314,False,6400.0,2557.0,2333.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.24,0.0,0.0,0.34,0.24,0.0,0.27,0.0,0.3,0.28,0.27,0.3,0.34,0.24,0.27,0.0,0.29,2018.0,3.0,28.0,2016,9,15,559.0,52.290388548057265,0.0
315,315,False,10000.0,1653.0,616.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.27,0.0,0.0,0.53,0.3,0.0,0.0,0.56,0.26,2018.0,4.0,23.0,2017,5,23,335.0,72.85147642133099,0.0
316,316,False,11200.0,2800.0,129.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0,0.39,0.0,0.0,0.29,0.0,0.33,0.39,0.0,0.0,0.33,0.36,0.0,0.29,0.33,0.0,0.0,2019.0,5.0,1.0,2017,3,17,775.0,95.59576647319903,0.0
317,317,False,3600.0,1753.0,459.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.48,0.44,2019.0,5.0,1.0,2010,7,28,3199.0,79.249547920434,0.05
318,318,False,7000.0,4633.0,865.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.18,0.0,0.0,0.11,0.14,0.5,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.48,0.0,2019.0,6.0,9.0,2018,4,19,416.0,84.26700618406693,2.0166666666666666
319,319,False,2100.0,7790.0,185.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.36,0.0,0.0,0.0,0.36,0.34,0.0,0.0,0.0,0.42,0.4,0.0,0.0,0.36,0.41,0.0,0.0,2017.0,6.0,28.0,2016,7,5,358.0,97.68025078369907,0.8166666666666667
320,320,False,11200.0,20898.0,2062.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.35,0.0,0.0,0.25,0.0,0.29,0.35,0.0,0.0,0.0,0.31,0.0,0.25,0.0,0.67,0.0,2017.0,12.0,13.0,2012,2,14,2129.0,91.0191637630662,0.0
321,321,False,6800.0,177.0,4.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,11.0,25.0,2017,8,4,478.0,97.79005524861878,0.0
322,322,True,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.24,0.0,0.0,0.34,0.0,0.23,0.0,0.0,0.3,0.0,0.0,0.3,0.34,0.0,0.0,0.63,0.29,2017.0,6.0,23.0,2014,9,18,1009.0,-1.0,1.3666666666666667
323,323,False,9800.0,1306.0,258.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.55,0.0,0.0,0.5,0.0,0.0,2018.0,11.0,21.0,2018,3,13,253.0,83.50383631713555,1.2666666666666666
324,324,False,3800.0,2099.0,87.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,11.0,5.0,2016,10,18,383.0,96.02012808783165,0.2833333333333333
325,325,False,9000.0,15327.0,949.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.0,0.0,0.0,0.0,0.4,0.37,0.45,0.0,0.0,0.46,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2018.0,5.0,1.0,2019,5,21,-385.0,94.16932907348243,3.15
326,326,False,3600.0,331.0,127.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0,0.62,0.22,0.0,0.0,0.14,0.35,0.62,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2017.0,4.0,4.0,2013,4,16,1449.0,72.27074235807859,0.0
327,327,False,4800.0,845.0,333.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.19,0.26,0.56,0.0,0.0,0.0,0.22,0.26,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.24,2017.0,4.0,4.0,2012,12,21,1565.0,71.73174872665535,0.0
328,328,False,1800.0,1688.0,233.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.51,0.56,0.0,0.0,0.51,0.0,0.0,2018.0,3.0,15.0,2014,7,10,1344.0,87.87090057261842,0.0
329,329,False,24800.0,251.0,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.36,0.34,0.33,0.0,0.41,0.0,0.33,0.0,0.35,2018.0,10.0,30.0,2017,11,14,350.0,87.76223776223776,2.3833333333333333
330,330,False,6800.0,378.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.34,0.0,0.0,0.0,0.54,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.38,0.0,0.0,0.0,2018.0,5.0,9.0,2016,7,25,653.0,90.0,0.0
331,331,False,8800.0,15943.0,296.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,0.28,0.38,0.0,0.0,0.28,0.26,0.0,0.38,0.35,0.33,0.0,0.0,0.0,0.28,0.0,0.0,0.34,2019.0,6.0,28.0,2017,10,5,631.0,98.17722766180184,2.533333333333333
332,332,True,0.0,135.0,29.0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2018.0,2.0,27.0,2017,2,1,391.0,82.3170731707317,0.31666666666666665
333,333,False,4800.0,854.0,204.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.0,0.4,0.0,0.0,0.0,0.27,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,6.0,27.0,2017,8,1,695.0,80.71833648393195,0.0
334,334,False,11800.0,27271.0,741.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.26,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.33,0.36,0.0,0.0,0.33,0.38,0.36,2019.0,6.0,28.0,2014,3,5,1941.0,97.35470512637441,0.0
335,335,False,2500.0,730.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.47,0.53,0.0,0.0,2019.0,2.0,27.0,2013,10,17,1959.0,89.02439024390245,0.0
336,336,False,4800.0,1949.0,94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.31,0.0,0.0,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.5,0.35,0.0,0.0,0.0,2017.0,11.0,19.0,2017,10,12,38.0,95.39892315222713,0.6833333333333333
337,337,False,9900.0,2292.0,463.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.3,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.38,0.36,0.34,0.0,0.0,0.0,0.34,0.0,0.37,2019.0,7.0,24.0,2017,9,14,678.0,83.19419237749545,0.0
338,338,False,5000.0,5034.0,1589.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.0,2018.0,2.0,5.0,2016,8,2,552.0,76.00785142684585,0.0
339,339,False,3600.0,5641.0,687.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.46,0.33,0.31,0.0,0.0,0.0,0.0,0.37,0.0,0.46,0.33,0.37,0.0,0.0,2016.0,11.0,9.0,2012,8,6,1556.0,89.14348925410872,5.883333333333334
340,340,False,4000.0,58.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,3.0,4.0,2015,9,3,913.0,100.0,0.08333333333333333
341,341,True,0.0,42.0,32.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.26,0.0,0.0,0.0,0.26,0.25,0.3,0.0,0.33,0.3,0.29,0.0,0.0,0.26,0.3,0.34,0.32,2016.0,12.0,3.0,2016,5,31,186.0,56.75675675675676,0.6166666666666667
342,342,False,7900.0,1142.0,108.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.46,0.33,0.31,0.0,0.0,0.0,0.0,0.37,0.0,0.46,0.33,0.37,0.0,0.0,2016.0,11.0,13.0,2012,11,6,1468.0,91.36,1.1166666666666667
343,343,False,7900.0,609.0,92.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.72,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,21.0,2015,7,2,1024.0,86.87589158345222,0.0
344,344,False,4800.0,6383.0,833.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.23,0.0,0.33,0.33,0.0,0.22,0.0,0.0,0.0,0.0,0.26,0.28,0.33,0.0,0.26,0.6,0.0,2017.0,10.0,28.0,2013,7,25,1556.0,88.45620842572062,0.05
345,345,False,8000.0,31062.0,1077.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.35,0.33,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.35,0.0,0.46,0.0,2017.0,12.0,4.0,2019,1,23,-415.0,96.64893120507794,63.8
346,346,False,3600.0,1975.0,44.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.31,0.0,0.45,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.36,0.39,0.0,0.32,0.36,0.0,0.0,2019.0,2.0,27.0,2017,5,10,658.0,97.82070331847449,0.0
347,347,False,20800.0,23338.0,7681.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15,0.17,0.46,0.0,0.0,0.0,0.0,0.19,0.46,0.21,0.59,0.0,0.0,0.0,0.0,0.0,0.22,0.21,2018.0,2.0,16.0,2017,3,6,347.0,75.23775750346562,23.63333333333333
348,348,False,2000.0,263.0,63.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.61,0.0,0.0,2019.0,3.0,28.0,2013,4,25,2163.0,80.67484662576688,0.0
349,349,False,4800.0,3083.0,202.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.19,0.0,0.59,0.0,0.0,0.22,0.2,0.25,0.59,0.0,0.0,0.0,0.27,0.0,0.22,0.0,0.0,0.0,2017.0,3.0,25.0,2016,7,21,247.0,93.85083713850837,0.3333333333333333
350,350,False,3700.0,11922.0,2303.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.28,0.38,0.0,0.0,0.0,0.0,0.32,0.38,0.35,0.33,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2018.0,1.0,23.0,2014,10,10,1201.0,83.81019332161688,2.45
351,351,False,5000.0,106.0,23.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.2,0.0,0.29,0.0,0.2,0.19,0.0,0.0,0.25,0.0,0.23,0.5,0.0,0.2,0.23,0.0,0.24,2018.0,11.0,17.0,2017,5,5,561.0,82.17054263565892,0.0
352,352,False,8800.0,150.0,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0,24.0,2016,12,20,339.0,62.24066390041494,0.7833333333333333
353,353,False,6800.0,19008.0,4849.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.36,0.35,0.0,0.0,0.0,0.35,0.41,0.38,2018.0,8.0,15.0,2015,6,23,1149.0,79.67472859118917,0.0
354,354,False,8300.0,5099.0,1719.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.0,0.0,0.54,0.0,0.19,0.0,0.22,0.0,0.24,0.22,0.21,0.47,0.0,0.19,0.21,0.0,0.23,2018.0,1.0,30.0,2015,11,5,817.0,74.787327662071,0.0
355,355,False,6800.0,718.0,159.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.57,0.0,0.0,0.0,0.0,2017.0,9.0,23.0,2016,6,3,477.0,81.87001140250855,0.0
356,356,False,10000.0,915.0,102.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.31,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.85,0.0,2018.0,3.0,5.0,2013,12,5,1551.0,89.97050147492625,0.0
